date,temperature,humidity,soil_humidity,ph,water_quantity
28/11/2021,-16.61,82.26,39.56,2.69,2.18
14/11/2020,106.22,89.86,60.33,12.51,618.62
07/09/2020,84.36,19.46,14.84,7.58,208.4
02/04/2021,29.12,34.36,91.46,10.25,776.87
08/01/2020,-24.02,40.89,58.67,2.06,357.77
22/09/2019,-0.9,57.82,8.25,9.53,331.09
02/01/2021,0.41,70.59,97.56,1.3,798.17
16/10/2019,-10.99,19.5,32.38,9.6,208.28
01/08/2021,44.47,62.03,86.9,3.33,154.52
20/10/2019,45.29,2.04,7.69,6.93,398.21
11/09/2020,79.02,76.69,60.63,10.47,734.79
25/06/2018,31.79,89.53,9.51,5.99,858.54
04/08/2019,-10.89,38.97,19.18,11.42,154.38
22/09/2019,30.4,54.63,50.56,5.47,275.24
13/04/2021,68.08,80.67,16.15,6.35,181.64
06/11/2018,10.56,37.58,88.57,6.75,155.24
07/12/2018,-0.83,34.62,35.84,5.71,938.86
23/11/2019,13.93,90.95,27.33,10.93,642.67
19/03/2021,-7.97,68.75,68.71,2.81,86.36
13/08/2018,-36.45,47.42,22.14,8.27,890.98
11/10/2018,103.62,25.77,95.31,6.84,506.12
18/10/2018,93.28,35.86,35.31,9.81,790.03
03/11/2020,76.05,38.29,56.95,1.9,468.77
21/11/2019,120.13,23.76,67.79,7.86,665.82
08/06/2018,106.22,72.54,35.04,0.84,348.91
21/10/2019,60.35,46.76,12.55,6.88,77.15
19/01/2020,-3.82,92.49,65.59,1.55,616.98
27/05/2020,-10.45,38.72,60.16,2.08,845.3
04/08/2019,103.47,64.99,99.98,3.54,586.08
02/01/2019,14.06,62.32,48.03,0.83,361.8
18/04/2019,79.34,6.43,29.27,0.54,569.36
17/02/2021,98.81,4.19,71.48,5.84,985.64
23/07/2020,108.32,95.5,99.96,11.67,472.34
21/07/2021,-9.65,28.49,67.61,6.65,716.34
15/01/2020,2.09,73.96,10.38,5.76,699.04
07/05/2021,-11.96,19.09,8.47,4.84,871.88
08/06/2018,29.37,23.83,2.51,1.8,478.04
04/09/2018,95.16,4.27,89.17,5.12,873.32
25/03/2018,60.64,28.71,20.42,11.9,608.31
18/03/2018,-13.4,86.21,7.95,12.02,886.35
01/07/2019,118.47,73.46,89.38,11.08,621.52
13/01/2021,13.39,43.05,43.98,12.64,956.08
14/12/2020,41.62,17.87,90.02,0.91,194.93
05/12/2021,-26.17,59.37,28.04,13.19,535.46
07/01/2020,5.48,50.92,52.39,0.09,60.64
24/07/2018,96.38,92.69,37.17,4.16,47.05
15/03/2020,11.09,85.33,62.85,9.03,619.29
24/10/2018,79.97,23.04,68.92,13.03,325.75
22/09/2019,119.96,78.53,25.39,0.44,390.44
28/05/2020,37.99,52.91,1.71,5.13,423.05
01/07/2019,2.61,49.47,6.17,13.16,990.37
30/09/2018,-12.03,84.9,86.8,5.71,334.78
25/07/2020,72.59,72.74,7.02,0.96,452.36
02/06/2018,118.65,67.13,23.62,2.95,776.82
13/05/2019,-14.08,18.62,79.63,3.51,14.21
08/11/2018,91.96,14.75,87.57,4.86,893.01
08/05/2021,114.57,89.23,75.37,8.2,544.28
21/11/2019,34.51,56.04,21.58,3.59,512.67
19/06/2020,117.81,43.56,27.5,10.17,517.76
12/03/2018,-19.86,85.63,65.07,1.72,519.2
23/11/2021,106.1,87.07,14.32,10.12,531.96
07/10/2018,-39.46,13.35,4.9,1.57,374.24
21/01/2021,119.04,11.14,58.8,10.62,839.03
14/12/2018,113.1,29.22,67.2,0.46,340.36
15/12/2020,36.89,88.68,69.3,9.5,633.92
06/05/2021,-17.84,98.46,86.81,3.05,740.61
01/04/2021,92.97,24.58,34.18,5.12,909.36
05/01/2021,26.14,10.84,8.81,2.56,338.97
19/09/2021,-37.03,72.54,29.51,11.63,497.16
12/08/2019,-4.56,36.05,66.74,0.41,150.05
03/06/2021,47.91,65.36,19.8,4.69,460.29
13/06/2018,-3.1,12.86,1.84,7.06,670.26
06/09/2018,21.02,65.07,77.09,10.6,713.25
03/03/2021,-27.76,33.72,7.56,0.07,168.16
29/10/2021,66.55,17.4,25.12,11.13,185.96
21/02/2018,55.33,43.48,55.27,4.42,319.43
05/05/2019,16.32,13.28,64.77,13.46,911.82
04/10/2018,65.73,3.78,81.57,8.07,542.76
25/10/2019,-33.6,90.55,41.7,4.8,515.23
15/04/2021,96.19,95.55,51.01,12.6,160.84
07/07/2019,-15.28,21.91,41.82,5.94,812.13
25/12/2018,91.9,19.74,55.13,5.95,579.84
04/03/2020,-39.58,42.57,98.22,1.48,558.35
10/05/2021,-6.91,58.93,27.3,11.41,546.22
02/03/2020,102.62,24.99,67.58,2.97,784.81
02/11/2018,-20.26,29.97,29.07,12.41,19.97
14/02/2020,-8.73,24.82,57.39,8.19,126.42
18/10/2019,55.28,49.09,76.03,3.56,578.15
19/09/2020,73.35,99.91,64.48,8.23,528.49
11/02/2021,43.82,29.46,72.63,1.3,18.79
30/07/2020,21.19,78.42,49.52,2.09,476.8
18/10/2019,23.83,59.27,70.17,12.71,824.1
01/11/2021,54.81,16.51,88.4,3.08,237.23
20/01/2019,-8.96,37.35,5.18,4.66,606.84
20/01/2018,30.05,43.53,8.15,13.4,346.7
14/10/2018,106.74,40.95,35.1,11.61,286.68
24/02/2018,73.39,33.23,84.45,7.04,75.75
07/04/2019,88.61,75.8,45.73,11.08,428.33
10/04/2019,90.58,23.1,70.44,5.81,405.12
21/12/2019,66.24,48.17,46.51,5.44,110.04
19/02/2021,21.27,52.43,5.32,10.01,692.01
19/03/2018,-18.34,53.4,45.93,6.44,856.35
18/12/2021,-33.64,21.79,42.3,12.16,4.67
27/09/2021,-7.46,39.04,8.84,8.58,651.48
17/04/2019,58.56,87.85,27.92,10.15,160.57
15/01/2021,76.48,16.86,25.66,8.57,804.12
24/05/2021,77.74,18.66,9.55,7.86,991.85
22/07/2019,-5.01,29.97,23.34,0.09,715.69
01/12/2019,8.81,4.5,56.18,11.17,358.95
20/09/2019,9.28,48.14,63.46,6.41,662.28
07/05/2021,71.88,98.78,99.4,11.74,149.05
14/02/2018,37.89,23.26,90.05,3.51,344.89
19/02/2020,33.18,16.43,36.81,9.08,276.62
10/08/2018,106.84,40.6,45.45,12.88,676.27
16/09/2020,18.74,45.49,73.83,3.42,614.31
19/11/2021,56.84,32.96,17.54,11.77,160.51
07/11/2021,-4.58,3.41,67.71,5.52,646.35
01/01/2019,-0.36,93.26,98.1,3.53,968.78
30/04/2019,123.41,26.21,59.1,9.78,8.25
02/02/2018,27.25,90.2,94.42,4.99,86.05
23/11/2021,41.6,52.31,85.28,12.96,36.75
11/09/2018,-6.76,45.87,60.51,0.26,459.0
26/11/2021,114.02,14.4,42.46,10.98,759.82
05/04/2018,58.92,44.29,13.07,7.54,867.14
21/06/2018,9.96,9.84,86.75,1.39,532.71
24/03/2021,-27.85,60.35,73.74,12.87,476.72
09/06/2019,-3.5,66.98,38.64,6.73,32.56
12/07/2020,-10.73,13.92,17.51,0.04,875.08
02/10/2021,57.23,10.93,75.29,7.37,898.68
03/06/2019,40.81,12.26,44.18,1.49,349.06
16/05/2020,114.81,33.64,44.96,8.28,135.57
03/09/2018,28.87,66.38,38.4,6.86,312.58
01/11/2020,28.09,88.41,0.22,1.71,228.44
14/10/2021,-15.99,24.61,65.87,4.39,428.04
20/03/2019,21.33,48.66,64.03,7.55,882.44
15/01/2018,70.87,6.37,98.58,10.07,70.93
22/03/2021,85.27,66.26,3.11,10.93,39.7
16/01/2018,23.89,71.06,32.37,13.35,201.46
28/07/2020,60.65,36.31,83.58,3.96,270.84
10/06/2018,20.88,5.59,75.57,11.94,10.21
19/03/2019,-19.29,50.47,27.43,6.24,771.19
09/01/2020,122.2,79.9,20.28,9.62,734.45
21/06/2021,31.08,4.03,24.53,10.62,325.48
07/01/2019,56.63,30.47,77.38,3.55,221.62
23/04/2019,21.86,22.23,30.67,11.03,193.12
15/09/2018,111.41,20.21,32.42,11.82,870.02
07/11/2019,13.98,40.2,82.29,10.34,823.69
17/08/2018,34.57,48.19,17.47,9.31,910.41
19/01/2021,52.98,56.61,21.12,10.13,687.13
27/09/2021,15.93,36.48,93.25,4.05,810.68
03/01/2021,38.93,23.76,23.35,5.3,158.05
22/10/2019,47.35,33.44,12.4,6.68,477.58
28/03/2020,-4.19,94.73,99.51,9.9,624.36
02/12/2021,6.16,7.26,48.92,10.1,935.93
29/04/2019,89.61,37.48,77.88,2.17,759.37
22/05/2020,53.11,57.39,53.6,13.03,568.72
02/02/2021,-34.58,86.02,46.2,12.26,288.2
12/02/2021,46.41,12.47,82.4,6.12,554.25
18/11/2021,73.32,25.35,69.59,1.82,839.0
08/05/2018,27.4,70.68,55.65,10.38,899.94
07/07/2020,4.69,30.85,12.46,10.53,510.01
06/06/2019,114.86,45.16,15.3,2.5,687.21
09/10/2018,-11.4,30.39,44.44,9.6,485.98
23/01/2018,79.58,30.83,60.38,5.93,369.3
27/12/2018,-7.31,52.52,76.97,5.61,333.68
05/12/2021,29.1,6.56,40.73,3.18,738.52
30/09/2020,-25.15,66.96,45.1,11.77,908.29
25/12/2018,119.3,78.67,87.36,8.64,678.44
05/09/2019,10.13,82.91,48.01,13.06,49.3
14/10/2019,18.35,26.37,55.38,6.04,350.5
08/01/2018,-7.65,42.06,70.04,4.69,306.03
15/01/2020,70.91,82.55,52.66,10.11,824.2
28/04/2018,1.43,4.39,11.65,7.08,444.65
18/11/2021,117.57,63.6,20.51,10.27,842.75
12/01/2018,48.94,74.88,31.43,2.84,646.2
25/03/2020,117.67,97.68,79.48,8.15,695.54
18/02/2020,6.29,90.56,90.23,11.49,899.38
13/10/2021,-39.15,39.52,23.31,13.1,698.2
04/05/2021,59.76,70.5,99.08,8.36,249.94
28/04/2019,8.9,40.94,96.97,7.14,277.7
11/11/2019,101.64,1.33,14.78,7.6,943.73
13/03/2019,69.81,8.52,99.86,12.31,787.35
29/12/2018,76.7,51.08,72.57,10.99,1.05
12/10/2020,71.56,30.13,30.07,11.98,351.82
29/09/2018,49.36,15.62,61.52,11.76,821.77
12/06/2021,13.53,21.55,18.2,8.95,849.21
27/02/2018,-3.4,56.84,17.05,5.65,405.14
03/10/2018,9.31,28.44,84.27,11.03,71.34
25/05/2018,14.83,52.95,15.08,5.86,75.5
18/11/2021,-12.63,5.59,74.08,8.77,59.67
31/03/2021,49.88,20.0,32.17,7.4,940.25
03/02/2018,10.9,3.49,4.49,3.83,348.96
30/11/2021,86.33,1.53,33.84,4.47,866.58
17/07/2021,1.66,26.5,54.86,7.05,633.3
20/12/2019,80.16,70.89,58.84,13.58,103.91
10/03/2021,-19.61,89.13,3.96,11.55,98.18
10/08/2019,45.86,97.45,55.36,2.31,376.51
11/05/2019,39.2,52.33,47.1,12.9,881.98
16/10/2021,20.04,45.52,80.68,1.96,266.22
11/01/2019,38.41,46.24,29.07,11.89,965.22
28/03/2020,112.96,76.3,9.25,7.56,458.04
28/04/2018,54.99,20.32,30.62,12.18,630.2
06/05/2019,28.1,88.12,97.05,3.32,965.18
13/02/2020,-1.63,58.45,77.03,6.9,475.59
29/07/2018,61.3,1.67,58.43,1.55,767.67
20/03/2018,98.87,21.06,60.84,2.75,361.33
17/02/2019,-36.98,0.79,91.65,2.78,860.95
30/09/2019,6.09,17.98,82.45,8.48,298.32
21/05/2018,-23.85,19.93,97.32,5.63,716.15
29/12/2018,115.04,53.54,78.89,0.13,870.88
21/09/2021,46.81,77.46,18.31,5.02,111.97
25/12/2018,-23.37,66.02,35.82,10.59,239.43
13/02/2020,15.33,85.7,90.88,8.15,182.32
23/06/2019,119.72,28.12,79.92,2.77,777.17
16/04/2020,30.38,52.75,0.88,12.44,638.18
19/01/2018,21.44,88.82,26.15,9.36,802.9
18/01/2018,84.81,99.23,17.14,1.42,271.4
14/11/2021,81.21,58.75,21.3,3.59,367.04
11/12/2018,54.72,39.89,94.0,2.14,942.94
15/07/2021,86.11,0.89,35.81,7.81,484.27
30/05/2020,58.43,96.03,73.68,9.58,522.88
23/06/2018,33.16,28.22,33.72,13.51,916.27
16/08/2020,-25.89,90.56,84.65,2.09,322.38
03/10/2021,99.81,87.74,71.92,2.87,807.32
24/08/2020,-3.85,66.87,69.12,3.68,511.74
28/10/2019,39.0,24.24,87.01,10.89,618.77
20/08/2020,13.54,15.62,83.37,5.35,429.22
05/11/2021,-11.56,74.32,4.18,11.32,543.33
03/03/2020,71.15,68.47,70.11,11.7,467.31
01/05/2019,123.52,66.66,91.16,11.02,165.99
09/02/2020,87.2,27.32,91.62,2.14,197.59
18/04/2019,20.2,41.39,92.06,9.71,394.39
23/02/2020,47.9,5.32,22.27,11.29,967.22
25/05/2019,-38.93,65.72,74.85,2.56,740.78
20/09/2021,-15.32,70.58,56.6,0.85,819.58
13/02/2021,29.45,27.03,64.73,8.82,103.2
10/01/2019,51.88,90.33,20.05,9.16,67.2
25/11/2020,55.73,76.75,8.51,8.47,417.58
08/12/2018,-13.98,92.19,15.49,9.26,129.82
05/04/2019,19.76,50.14,6.03,8.59,705.68
04/10/2018,48.84,66.85,80.97,4.59,868.26
02/11/2020,-23.62,30.52,94.83,9.34,883.86
06/03/2018,58.38,72.62,20.91,10.11,553.26
27/07/2021,118.16,97.26,16.56,13.17,444.69
07/09/2021,-27.94,18.71,67.87,5.52,412.15
12/10/2019,120.02,13.25,11.67,1.84,749.52
17/07/2021,63.51,82.66,61.36,6.91,729.22
03/07/2020,79.18,17.61,97.54,12.79,68.46
30/12/2021,21.11,39.93,98.59,7.65,161.66
20/11/2018,54.96,96.03,60.55,8.29,455.97
05/11/2020,114.06,34.66,21.99,7.18,158.15
28/02/2018,-9.22,16.57,51.68,13.7,357.03
10/01/2018,66.99,97.67,86.27,1.03,267.46
15/09/2018,103.07,83.68,24.05,13.69,73.35
23/03/2018,31.43,1.71,74.4,3.46,262.38
01/12/2019,120.24,33.6,36.22,5.15,929.82
27/07/2018,69.7,14.56,98.49,12.9,60.1
31/12/2018,72.18,30.79,96.97,0.6,569.61
24/07/2018,32.16,22.12,93.15,11.95,409.65
16/02/2021,52.53,58.15,52.51,1.82,483.64
20/10/2021,65.92,54.56,5.03,11.12,440.8
05/03/2021,-6.17,29.23,49.4,12.61,376.31
18/07/2018,-19.48,26.88,38.11,7.45,793.61
14/02/2019,52.59,82.05,64.36,4.51,269.83
14/09/2020,108.1,14.48,70.33,12.55,673.24
29/11/2019,120.3,64.41,45.79,6.41,339.57
25/07/2018,-33.47,39.58,19.37,3.65,666.11
03/10/2021,94.51,71.33,49.8,9.17,952.06
03/01/2021,42.07,34.5,36.39,5.25,786.98
14/03/2021,112.57,94.79,51.2,3.15,82.47
18/03/2021,22.98,31.96,18.16,12.45,121.31
16/11/2021,66.77,1.3,40.59,6.18,522.5
28/01/2019,43.88,88.71,63.29,5.21,789.93
30/12/2019,3.6,93.3,15.39,2.22,590.0
02/06/2018,97.39,57.86,56.47,9.3,673.0
11/03/2019,75.82,23.43,12.21,12.55,600.68
06/03/2018,-14.15,66.08,88.94,10.3,787.84
17/07/2018,-23.08,37.93,85.75,11.71,169.05
05/10/2018,-31.56,21.33,48.45,9.15,847.1
07/03/2020,-23.49,66.95,30.23,13.39,640.7
01/10/2021,-11.45,73.86,30.83,6.11,559.63
06/05/2021,87.97,37.52,89.09,11.67,576.96
25/09/2021,75.42,61.5,75.82,4.31,287.09
04/12/2019,-32.95,91.02,8.97,11.34,37.54
12/11/2020,-31.03,0.3,63.2,6.78,91.82
27/06/2018,58.8,32.62,38.4,12.33,114.2
08/07/2021,41.75,8.65,34.99,7.49,543.64
23/01/2021,72.06,6.05,79.99,2.47,220.67
19/09/2018,96.12,9.36,1.72,8.16,237.67
15/10/2018,112.34,58.86,3.76,9.28,920.32
14/01/2018,29.9,80.1,35.91,6.07,491.53
15/05/2018,114.33,60.67,6.68,12.39,120.63
02/11/2018,88.61,36.23,44.29,2.9,102.6
24/08/2019,111.28,73.97,75.72,9.73,363.64
21/02/2021,-11.52,79.19,2.02,8.58,303.68
16/04/2019,-0.95,64.28,14.43,10.23,5.32
30/04/2019,58.52,21.74,79.12,6.3,253.3
17/01/2018,-21.68,24.08,65.44,2.88,568.33
30/05/2019,120.88,49.88,69.91,12.47,742.05
21/10/2018,22.0,73.6,41.75,9.64,757.25
03/07/2019,30.27,91.78,4.21,12.37,71.26
21/02/2018,82.13,18.68,82.51,8.21,637.79
10/01/2019,-33.97,55.28,99.65,9.67,692.94
01/08/2018,33.77,32.77,16.63,3.7,926.7
15/02/2020,48.16,19.99,99.43,10.6,175.06
14/09/2018,-23.08,57.24,31.52,11.71,322.59
09/04/2021,95.31,46.25,96.08,7.5,715.52
10/03/2020,107.36,76.85,67.33,2.43,108.1
10/09/2021,-0.44,73.7,97.07,10.26,303.22
24/11/2018,42.58,65.77,57.63,9.71,211.79
08/11/2021,-23.79,13.97,87.06,8.01,842.06
27/11/2021,-33.45,45.87,51.84,7.58,60.38
14/07/2019,-4.34,40.69,99.23,13.18,907.44
26/11/2019,-10.7,57.77,20.45,7.73,857.66
14/05/2020,29.25,46.44,34.59,2.17,237.38
12/12/2019,-32.95,49.12,77.2,6.13,432.62
22/01/2019,16.18,3.4,76.03,0.59,367.79
19/09/2021,4.21,80.28,72.24,10.96,628.05
23/10/2019,-34.09,75.68,52.22,6.96,725.71
09/05/2021,69.7,65.6,75.71,10.58,717.38
06/06/2019,114.17,25.07,48.36,9.35,260.17
05/11/2018,115.38,74.4,24.68,8.68,702.98
31/05/2019,48.0,52.07,33.37,10.67,786.84
31/03/2021,13.39,10.99,62.14,12.31,894.6
04/09/2021,25.63,31.92,46.44,3.68,375.86
19/06/2021,66.33,18.66,46.73,10.64,967.39
26/10/2019,22.07,13.84,6.51,6.86,495.48
12/11/2018,25.26,50.76,55.1,13.87,143.78
25/10/2018,32.22,73.94,10.24,3.69,820.11
08/11/2020,99.16,78.14,54.03,8.24,68.91
17/09/2020,109.75,72.56,68.13,1.66,211.87
31/10/2018,74.27,73.49,35.06,4.27,344.65
08/06/2020,102.58,58.83,39.44,11.1,970.75
28/12/2019,0.54,19.44,54.94,12.78,460.85
15/08/2019,-37.07,33.98,99.22,4.92,480.22
19/08/2021,1.5,5.32,65.78,1.61,729.67
11/10/2020,106.84,71.67,50.63,7.42,205.9
18/02/2020,79.53,69.91,91.65,6.95,973.97
21/03/2020,-0.93,34.66,28.57,11.69,96.23
08/04/2018,59.46,66.53,59.55,8.37,657.77
12/05/2018,3.98,7.94,91.26,12.36,97.68
01/04/2021,40.64,86.33,83.05,13.21,20.58
19/03/2020,120.58,49.12,92.44,2.72,755.83
06/08/2018,107.06,77.1,66.74,8.37,561.38
20/08/2019,91.22,31.73,88.79,1.72,778.06
06/09/2021,89.59,93.43,32.04,10.17,653.37
25/10/2020,64.55,10.23,14.73,4.31,961.52
09/09/2021,49.18,81.49,30.33,11.47,377.1
27/10/2021,96.83,46.4,91.59,8.94,832.79
06/02/2018,20.99,78.83,98.12,10.23,882.71
08/12/2019,23.58,94.85,72.26,13.83,702.17
01/12/2018,19.48,39.04,57.61,2.55,395.18
11/02/2020,18.67,77.47,40.34,6.14,915.23
08/08/2021,37.57,71.94,69.95,2.82,187.9
07/10/2021,-37.5,22.05,25.3,9.9,122.81
23/10/2018,19.88,7.29,78.61,0.02,690.13
12/06/2020,54.21,19.38,50.38,13.24,588.4
10/05/2021,10.53,82.69,22.61,8.36,805.45
06/03/2018,-20.94,61.45,24.86,3.62,836.03
04/12/2021,14.01,58.06,64.84,6.81,214.65
10/03/2018,41.7,21.03,10.28,3.45,935.78
28/02/2021,105.47,72.32,4.49,5.54,54.65
23/12/2021,38.95,97.79,26.81,9.08,404.91
20/03/2019,59.78,0.41,0.37,10.44,2.58
12/03/2018,-12.68,94.99,7.6,3.2,637.9
05/01/2019,-0.81,13.06,49.98,6.35,38.76
22/11/2020,21.22,99.77,49.94,8.79,530.39
30/05/2020,81.93,66.37,8.94,4.36,779.59
29/01/2019,-30.59,56.36,30.54,9.53,289.79
29/06/2019,77.27,77.03,78.6,8.67,826.59
19/06/2020,16.93,5.99,99.46,5.51,362.95
02/06/2018,6.66,44.07,30.85,5.92,979.54
09/12/2018,26.35,75.27,10.71,9.24,154.07
02/04/2020,56.41,24.24,11.52,2.2,511.19
12/08/2020,77.69,25.74,32.6,12.57,51.99
25/07/2019,-26.06,10.91,26.66,4.56,421.59
30/11/2020,112.12,2.13,93.64,8.48,587.05
25/10/2020,107.69,83.31,48.54,13.95,472.22
01/03/2019,-36.29,10.66,61.16,2.88,91.11
25/09/2019,91.42,77.84,20.87,2.84,420.76
11/01/2018,99.07,44.33,11.54,6.8,962.65
26/01/2020,-12.52,60.14,85.34,3.08,200.74
02/11/2018,49.67,34.34,18.18,9.11,505.58
20/01/2020,88.46,33.87,56.22,5.17,284.81
26/06/2020,43.19,21.37,1.39,7.71,472.98
23/04/2021,-27.41,72.1,7.11,11.87,868.26
04/12/2020,-10.52,17.46,60.93,5.85,291.98
31/10/2020,113.06,70.95,22.51,8.25,279.15
02/11/2019,12.64,59.63,23.11,13.17,482.14
01/08/2018,-14.46,45.04,86.07,7.52,450.52
25/12/2020,-14.61,30.15,2.88,4.01,196.12
20/10/2019,76.08,51.72,28.79,13.26,885.66
22/10/2019,98.54,27.16,30.52,8.11,480.64
02/01/2021,119.63,90.98,29.34,1.43,584.24
08/11/2019,55.76,56.44,51.55,10.64,45.26
04/01/2021,21.63,87.76,91.51,5.62,661.55
07/01/2020,99.19,94.31,58.49,7.3,648.02
20/02/2018,66.42,52.54,63.06,12.32,895.86
02/09/2020,119.45,66.85,0.21,0.98,100.76
07/08/2019,68.7,96.18,29.8,9.76,783.57
18/02/2019,-18.54,64.05,39.6,13.67,37.73
10/05/2018,-17.45,61.46,37.04,3.64,851.54
15/02/2018,10.19,13.42,71.66,5.0,422.3
26/11/2021,53.5,95.36,37.59,1.22,722.43
01/05/2019,66.89,46.78,3.11,5.13,690.17
28/05/2019,19.35,79.35,31.07,13.55,171.63
13/01/2021,-21.79,55.59,68.61,2.7,611.38
18/07/2020,47.93,13.99,91.96,0.91,811.88
08/11/2018,-25.34,15.71,46.03,12.78,539.43
13/09/2019,-36.8,5.82,3.18,7.81,729.96
13/02/2020,44.76,74.79,5.81,9.35,448.92
07/11/2021,-28.07,8.95,60.49,12.19,303.89
07/12/2018,56.85,11.06,24.35,10.62,654.83
22/09/2019,48.47,97.66,71.94,1.49,577.32
25/03/2018,7.98,94.0,40.74,11.7,112.75
05/05/2019,76.91,58.52,10.63,3.85,695.41
01/06/2018,-29.15,25.85,79.45,4.03,491.96
30/10/2021,54.55,37.1,46.91,4.52,128.84
27/11/2020,15.61,53.26,12.85,10.68,128.58
03/09/2021,5.41,10.8,15.74,4.59,622.19
24/10/2019,35.39,43.75,33.05,12.77,337.38
04/03/2020,34.17,53.95,2.38,10.99,977.02
12/10/2019,7.52,41.03,58.9,10.28,484.63
03/06/2020,50.03,2.75,57.68,9.06,757.85
31/10/2018,122.85,64.23,94.99,12.12,612.15
24/01/2019,67.61,5.57,51.27,10.16,409.02
25/07/2021,114.0,87.53,30.95,4.5,896.07
03/03/2019,105.87,88.27,92.22,12.33,297.57
19/06/2018,-22.91,87.89,63.66,12.14,494.86
12/02/2021,64.68,16.24,24.63,5.83,875.85
28/04/2020,8.06,43.08,10.74,3.08,213.39
29/06/2019,5.33,25.81,3.3,3.26,942.19
06/10/2019,29.9,15.61,37.16,4.39,888.35
06/07/2019,34.79,32.88,69.68,7.39,146.91
24/06/2020,71.15,83.88,43.69,10.1,505.17
12/09/2020,66.49,60.58,82.4,0.7,665.0
14/08/2021,73.0,79.8,31.91,2.95,201.63
11/02/2018,-32.27,73.96,81.69,2.07,962.36
17/07/2020,-15.08,50.75,36.53,1.24,640.22
24/10/2020,109.7,68.89,93.96,8.1,962.04
08/07/2019,73.02,95.11,50.0,12.16,64.55
22/08/2021,46.44,76.01,44.83,0.27,712.66
08/10/2018,-38.32,32.74,90.81,9.99,769.86
22/08/2020,-37.93,91.73,41.97,1.84,882.05
10/05/2021,22.19,22.43,67.84,9.7,933.06
09/04/2018,-24.87,60.36,66.16,2.18,727.22
20/04/2018,58.86,12.91,82.1,6.15,759.07
22/06/2020,112.37,79.92,9.92,8.68,170.51
26/05/2020,-31.02,75.04,8.62,9.21,515.57
28/03/2018,109.97,42.06,3.22,13.6,940.36
19/07/2018,41.38,32.06,49.17,4.62,764.92
06/07/2020,-22.44,22.99,61.26,13.72,533.84
02/12/2020,118.74,99.06,14.11,7.85,956.97
12/04/2019,67.05,62.53,89.28,2.88,414.7
18/03/2019,-30.22,69.43,69.23,3.28,539.14
24/01/2018,-28.63,28.51,85.13,4.37,167.26
21/11/2019,-24.0,50.46,21.47,8.2,446.73
06/07/2020,44.01,96.77,60.87,3.38,293.77
08/11/2019,82.04,65.99,26.76,6.68,731.04
23/05/2019,46.8,58.24,75.17,1.18,101.62
04/01/2020,98.44,9.36,65.49,6.92,879.9
11/04/2019,78.55,95.82,39.4,6.16,505.83
21/09/2021,92.32,15.26,2.74,6.66,866.11
30/08/2021,2.1,33.4,34.63,7.15,355.58
02/01/2021,107.58,78.13,19.2,1.6,244.79
15/01/2020,36.89,46.37,49.06,9.62,488.69
10/08/2020,60.14,23.92,31.43,12.37,41.72
15/02/2021,79.48,70.08,38.39,10.74,8.75
11/11/2021,-20.91,13.39,51.0,8.1,921.12
04/08/2019,-39.14,66.84,13.11,12.89,246.01
02/09/2018,-21.51,20.6,68.83,2.59,31.62
08/03/2021,-22.91,82.01,56.65,7.45,525.27
27/08/2020,43.68,6.83,74.02,11.74,197.02
21/02/2020,105.92,94.23,8.84,1.11,879.35
